organization number,name,organization form code,organization form description,industry code 1,industry code 1 description,industry code 2,industry code 2 description,industry code 3,industry code 3 description,auxiliary unit code,auxiliary unit code description,has registered number of employees,number of employees,website,postal address,postal town,postal code,postal municipality,postal municipality number,postal country,postal country code,business address,business post town,business postal code,business municipality,business municipality number,business country,business country code,institutional sector code,institutional sector code description,last submitted annual accounts,registration date in unit register,foundation date,registered in VAT register,voluntary VAT registered descriptions,registered in volunteer register,registration date of the Unit Register,registered in foundation register,bankrupt,bankruptcy date,under liquidation,under liquidation date,under compulsory liquidation or dissolution,compulsory dissolution due to lack of general manager date,compulsory dissolution due to lack of auditor date,compulsory dissolution due to lack of accounts date,compulsory dissolution due to insufficient board date,compulsory liquidation due to lack of deletion date,parent unit,language form,articles of association date,statutory purpose,activity,location address,location post town,location postal code,location municipality,location municipality number,location country,location country code,registreringsdatoIEnhetsregisteret,start date,ownership change date,closure date,organization form description (EN)
975316084,JORDAL BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,15,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974778742,,,,,Jordalgata 11,OSLO,0657,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316149,HURDALSGATA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,6,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974778742,,,,,Hurdalsgata 6,OSLO,0655,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316203,BJØRNÅSEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,16,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,972408875,,,,,Bjørnefaret 2,OSLO,1270,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,2020-08-01,,Subunit of businesses and public administration
975316211,ELVERHØY BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,12,www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/bydel-sondre-nordstrand/elverhoy-barnehage,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,972408875,,,,,Øvre Prinsdals vei 8,OSLO,1266,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316238,HALLAGERBAKKEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,16,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,972408875,,,,,Ravnåsveien 38,OSLO,1254,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316246,LÆRINGSVERKSTEDET HAUKETO BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,20,,Postboks 215,JESSHEIM,2051,ULLENSAKER,3209,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,930861383,,,,,Øvre Prinsdals vei 34D,OSLO,1266,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,2023-02-23,,Subunit of businesses and public administration
975316262,LIA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,19,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,972408875,,,,,Asperudveien 51,OSLO,1258,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316270,LOFSRUD BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,18,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,972408875,,,,,Lofsrudhøgda 212,OSLO,1281,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316289,NORDSKRENTEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,6,www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/nordskrenten-barnehage/#gref,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,972408875,,,,,Lusetjernveien 2,OSLO,1253,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316297,NYJORDET BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,16,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,972408875,,,,,Nyjordeveien 15,OSLO,1275,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316300,PRINSDALSBRÅTEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,14,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,972408875,,,,,Sponstugrenda 36,OSLO,1263,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316319,SLOREÅSEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,19,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,972408875,,,,,Sloreåsen 6,OSLO,1257,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316327,STEINBRÅTEN NATURBARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,37,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,972408875,,,,,Hans Breiens vei 8,OSLO,1283,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316343,ÅSBRÅTEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,13,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,972408875,,,,,Nordåsveien 420,OSLO,1251,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316424,SOLFJELLET BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,14,www.bydel-alna.oslo.kommune.no,Postboks 47 Haugerud,OSLO,0616,OSLO,0301,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,970534644,,,,,Haugerudveien 93,OSLO,0674,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316432,MØLLEFARET BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,13,www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/mollefaret-barnehage/,Østeråsen 33,ØSTERÅS,1361,BÆRUM,3201,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971022051,,,,,Møllefaret 36,OSLO,0750,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316440,THAULOW BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,13,,c/o Oslo kommune Bydel Ullern/nPostboks 43 Skøyen,OSLO,0212,OSLO,0301,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971022051,,,,,Fridtjof Nansens vei 18,OSLO,0369,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316459,ULLERN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,16,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971022051,,,,,Jonas Dahls vei 37,OSLO,0283,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316467,CASINETTO BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,22,www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/bydel-ullern/casinetto-barnehage/,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971022051,,,,,Jonsrudveien 13,OSLO,0274,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316475,KJOSJORDET BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,12,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971022051,,,,,Ullern allé 3,OSLO,0381,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316483,GRINDBAKKEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,14,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,970145311,,,,,Måltrostveien 108,OSLO,0786,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316505,HOV - MEKLENBORG BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,29,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,970145311,,,,,Hovseterveien 60-62,OSLO,0768,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316521,LIABAKKEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,16,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,970145311,,,,,Olaf Bulls vei 50,OSLO,0765,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316548,JARBAKKEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,30,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,970145311,,,,,Landingsveien 27,OSLO,0770,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316556,RØNNINGEN KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,18,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Øvre Myrhaugen 17,OSLO,0752,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,2015-04-01,,Subunit of businesses and public administration
975316564,DALSKROKEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,20,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,970145311,,,,,Dalskroken 4,OSLO,0376,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,2004-01-01,,Subunit of businesses and public administration
975316572,HOLMEN KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,13,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Holmenveien 47E,OSLO,0376,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,2015-04-01,,Subunit of businesses and public administration
975316629,TÅSEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,41,,Postboks 4433 Nydalen,OSLO,0403,OSLO,0301,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974778882,,,,,Pastor Fangens vei 22B,OSLO,0877,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,2004-01-01,,Subunit of businesses and public administration
975316645,REFSTAD BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,30,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974778874,,,,,Ribstonveien 35,OSLO,0586,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316653,SISIKTOPPEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,22,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974778874,,,,,Statsråd Mathiesens vei 16,OSLO,0598,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316661,ØKERN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,21,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974778874,,,,,Økernveien 153,OSLO,0580,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316688,GARTNERBOLIGEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,15,www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/gartnerboligen-barnehage/,Postboks 39   Bogerud,OSLO,0621,OSLO,0301,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974778807,,,,,Johan Scharffenbergs vei 93,OSLO,0694,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,2004-01-01,,Subunit of businesses and public administration
975316718,AUSTAFJORD BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,6,,Postboks 133  Sentrum,RØRVIK,7901,NÆRØYSUND,5060,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974766108,,,,,Ramstadlandveien 36,AUSTAFJORD,7924,NÆRØYSUND,5060,Norge,NO,1996-11-28,1989-01-02,2020-01-01,,Subunit of businesses and public administration
975316726,VIDARHEIM BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,58,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,961381185,,,,,Kramprudvegen 9,ØYER,2636,ØYER,3440,Norge,NO,1996-10-15,1989-01-02,2019-01-01,,Subunit of businesses and public administration
975316742,FINLANDSSKOGEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,34,,Postboks 115,SKIPTVET,1806,SKIPTVET,3116,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974635259,,,,,Finlandstubben 23,SKIPTVET,1816,SKIPTVET,3116,Norge,NO,1996-10-15,1989-01-02,2015-01-01,,Subunit of businesses and public administration
975316750,BERGENHUS BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,16,,Postboks 264,RAKKESTAD,1891,RAKKESTAD,3120,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,997215656,,,,,Lundborgveien 9,RAKKESTAD,1890,RAKKESTAD,3120,Norge,NO,1996-10-15,1989-01-02,2011-08-01,,Subunit of businesses and public administration
975316785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975316793,KAREN AASUMB BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,9,,Karl Fossums vei 30,OSLO,0985,OSLO,0301,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,874778842,,,,,Ellen Gleditsch' vei 58,OSLO,0987,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316823,GREVERUDLIA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,55,,Postboks 3010,SKI,1402,NORDRE FOLLO,3207,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,922092648,,,,,Th. Kittelsens vei 11,OPPEGÅRD,1415,NORDRE FOLLO,3207,Norge,NO,1996-10-15,1989-01-02,2020-01-01,,Subunit of businesses and public administration
975316947,EPLEHAGEN KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,20,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Gaustadveien 21B,OSLO,0372,OSLO,0301,Norge,NO,1997-04-02,1989-01-02,2009-01-01,,Subunit of businesses and public administration
975316971,BRÅR BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,22,,Postboks 2410,TØNSBERG,3104,TØNSBERG,3905,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,921383681,,,,,Ramskiveien 4,RAMNES,3175,TØNSBERG,3905,Norge,NO,1996-10-15,1989-01-02,2020-01-01,,Subunit of businesses and public administration
975317005,LØNNEBAKKEN KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,18,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Kirkeveien 166,OSLO,0450,OSLO,0301,Norge,NO,1998-09-17,1998-09-01,2009-01-01,,Subunit of businesses and public administration
975317021,SKRELLINGA KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,16,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Bygg 69/nKirkeveien 166,OSLO,0450,OSLO,0301,Norge,NO,1998-09-17,1998-09-01,2009-01-01,,Subunit of businesses and public administration
975317099,SMEDBAKKEN FUS BARNEHAGE AS,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,24,fus.no/smedbakken,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,922030499,,,,,Edvard Munchs vei 57,OSLO,1063,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,2019-02-28,,Subunit of businesses and public administration
975317102,PLASSEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,11,www.bydel-alna.oslo.kommune.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,970534644,,,,,Jerikoveien 9,OSLO,1067,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,2004-01-01,,Subunit of businesses and public administration
975317110,LUTVANNSKOLLEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,17,www.bydel-alna.oslo.kommune.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,970534644,,,,,Ole Reistads vei 37E,OSLO,1068,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,2004-01-01,,Subunit of businesses and public administration
975317129,KURLAND BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,12,www.bydel-alna.oslo.kommune.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,970534644,,,,,Ulsholtveien 66,OSLO,1053,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,2004-01-01,,Subunit of businesses and public administration
975317137,GRANSLETTA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,29,www.bydel-alna.oslo.kommune.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,970534644,,,,,Gransdalen 35,OSLO,1054,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,2004-01-01,,Subunit of businesses and public administration
975317145,FURUSTIEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,15,www.bydel-alna.oslo.kommune.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,970534644,,,,,Trygve Lies plass 4,OSLO,1051,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,2004-01-01,,Subunit of businesses and public administration
975317161,FRYDENLUND BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,13,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,970534644,,,,,Dragonstien 95,OSLO,1062,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,2020-08-01,,Subunit of businesses and public administration
975317218,VÆRØY KOMMUNALE BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,20,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974790599,,,,,Sponga 37,VÆRØY,8063,VÆRØY,1857,Norge,NO,1997-03-13,1989-01-02,,,Subunit of businesses and public administration
975317323,TØRDAL BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,7,,c/o Drangedal kommune/nGudbrandsveien 7,DRANGEDAL,3750,DRANGEDAL,4016,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,994971263,,,,,Steinslandsveien 14,TØRDAL,3753,DRANGEDAL,4016,Norge,NO,1996-11-28,1989-01-02,2009-12-01,,Subunit of businesses and public administration
975317366,LÆRDALSØYRI BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,51,www.laerdal.kommune.no,Øyraplassen 7,LÆRDAL,6887,LÆRDAL,4642,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,954681890,,,,,Skulevegen 16,LÆRDAL,6887,LÆRDAL,4642,Norge,NO,1996-10-15,1989-01-02,2004-01-01,,Subunit of businesses and public administration
975317382,FURULI BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,43,,Postboks 153,SOGNDAL,6851,SOGNDAL,4640,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,922121893,,,,,Dalkupvegen 5,KAUPANGER,6854,SOGNDAL,4640,Norge,NO,1996-11-28,1989-01-02,2020-01-01,,Subunit of businesses and public administration
975317390,YLVISÅKER BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,26,,Postboks 153,SOGNDAL,6851,SOGNDAL,4640,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,922121893,,,,,Ylvisåker,FARDAL,6858,SOGNDAL,4640,Norge,NO,1996-11-28,1989-01-02,2020-01-01,,Subunit of businesses and public administration
975317528,HEFTYES BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,35,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971179686,,,,,Kirkeveien 173,OSLO,0455,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975317536,TUSINDHUUS BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,23,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,874778702,,,,,Gabels gate 38,OSLO,0272,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,2004-01-01,,Subunit of businesses and public administration
975317544,BARNAS HUS BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,57,,Postboks 2128 Grünerløkka,OSLO,0505,OSLO,0301,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,870534612,,,,,Christies gate 38,OSLO,0568,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975317587,BJERTNES BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,24,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,985538727,,,,,Stjerneveien 19,NITTEDAL,1482,NITTEDAL,3232,Norge,NO,1996-10-15,1989-01-01,,,Subunit of businesses and public administration
975317595,SKRAMSTAD BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,16,,Postboks 4063,HAMAR,2306,HAMAR,3403,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974635364,,,,,Lageråvegen 113,VANG PÅ HEDMARKEN,2324,HAMAR,3403,Norge,NO,1996-10-15,1989-01-01,2017-01-01,,Subunit of businesses and public administration
975317641,NORDBYGDENE BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,12,www.aal.kommune.no,c/o Ål kommune/nTorget 1,ÅL,3570,ÅL,3328,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974636123,,,,,Nordbygdvegen 948,ÅL,3570,ÅL,3328,Norge,NO,1996-10-15,1989-01-01,,,Subunit of businesses and public administration
975317668,ROLLAG BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,24,webfronter.com/btgs/rollagbhg/,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974636514,,,,,Vrågåvegen 33,ROLLAG,3626,ROLLAG,3336,Norge,NO,1996-10-15,1989-01-01,,,Subunit of businesses and public administration
975317684,ARONSLØKKA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,18,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,921234554,,,,,Dalegårdsveien 74,DRAMMEN,3028,DRAMMEN,3301,Norge,NO,1996-11-28,1989-01-01,2020-01-01,,Subunit of businesses and public administration
975317730,TRÆET BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,17,askoy.kommune.no/kommunalebarnehager/traet-barnehage/,Klampavikvegen 1,KLEPPESTØ,5300,ASKØY,4627,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,911615649,,,,,Berlandsvegen 44,KJERRGARDEN,5314,ASKØY,4627,Norge,NO,1996-10-15,1989-01-01,2013-01-01,,Subunit of businesses and public administration
975317803,ÅRØYHAUGEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,18,www.alesund.kommune.no,Postboks 1521,ÅLESUND,6025,ÅLESUND,1508,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,929911709,,,,,Årøyvegen 7,ØRSKOG,6240,ÅLESUND,1508,Norge,NO,1996-10-15,1990-01-01,2023-12-30,,Subunit of businesses and public administration
975317811,SOLLIA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,15,www.trondheim.kommune.no/org/oppvekst/barnehager/blakli-bhgr/,Postboks 2300 Torgarden,TRONDHEIM,7004,TRONDHEIM,5001,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,969999536,,,,,Nordre Risvolltun 34,TRONDHEIM,7036,TRONDHEIM,5001,Norge,NO,1996-11-10,1990-01-01,,,Subunit of businesses and public administration
975317854,KULSTAD BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,35,,Postboks 560,MOSJØEN,8651,VEFSN,1824,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,844824122,,,,,Stortingsmannsvegen 18,MOSJØEN,8665,VEFSN,1824,Norge,NO,1996-11-28,1990-01-01,2006-01-01,,Subunit of businesses and public administration
